#datum;m_tnn;m_tnnd;m_tna;m_dtn0;m_dtn10;m_dtn20
1944-01;-5.3;1944-01-06;0.3;16;0;0
1944-02;-8.2;1944-02-24;-1.3;20;0;0
1944-03;-4.5;1944-03-29;0.6;9;0;0
1944-04;-2.4;1944-04-03;7.1;2;0;0
1944-05;1.8;1944-05-01;10.0;0;0;0
1944-06;9.6;1944-06-26;14.2;0;0;1
1944-07;13.1;1944-07-14;16.3;0;0;0
1944-08;13.7;1944-08-06;17.5;0;0;3
1944-09;6.5;1944-09-28;12.2;0;0;1
1944-10;5.4;1944-10-21;10.0;0;0;0
1944-11;-1.9;1944-11-19;3.3;4;0;0
1944-12;-9.1;1944-12-27;-1.4;15;0;0
1945-01;-14.0;1945-01-29;-5.5;30;1;0
1945-02;-7.2;1945-02-21;-0.9;18;0;0
1945-03;-3.5;1945-03-12;3.3;8;0;0
1945-04;2.1;1945-04-16;7.5;0;0;0
1945-05;4.3;1945-05-04;12.7;0;0;0
1945-06;9.5;1945-06-02;15.1;0;0;1
1945-07;11.4;1945-07-04;17.2;0;0;5
1945-08;13.0;1945-08-29;16.2;0;0;1
1945-09;7.6;1945-09-30;12.5;0;0;0
1945-10;3.0;1945-10-22;7.2;0;0;0
1945-11;-2.0;1945-11-27;3.6;5;0;0
1945-12;-6.3;1945-12-13;-0.4;16;0;0
1946-01;-10.2;1946-01-23;-5.6;29;1;0
1946-02;-4.3;1946-02-23;0.1;12;0;0
1946-03;-1.8;1946-03-20;3.1;5;0;0
1946-04;0.9;1946-04-12;8.3;0;0;0
1946-05;6.5;1946-05-10;14.1;0;0;0
1946-06;10.7;1946-06-16;15.9;0;0;1
1946-07;14.6;1946-07-15;18.1;0;0;6
1946-08;12.6;1946-08-29;17.5;0;0;7
1946-09;9.3;1946-09-24;13.6;0;0;1
1946-10;-4.9;1946-10-26;4.3;3;0;0
1946-11;-1.9;1946-11-13;4.1;3;0;0
1946-12;-12.4;1946-12-20;-2.0;19;4;0
1947-01;-16.5;1947-01-07;-8.0;30;13;0
1947-02;-18.6;1947-02-01;-4.4;23;3;0
1947-03;-4.0;1947-03-04;2.9;10;0;0
1947-04;1.4;1947-04-13;8.8;0;0;0
1947-05;7.5;1947-05-04;13.2;0;0;0
1947-06;9.3;1947-06-12;16.2;0;0;4
1947-07;13.7;1947-07-15;18.2;0;0;8
1947-08;8.4;1947-08-30;16.8;0;0;5
1947-09;10.5;1947-09-05;14.9;0;0;0
1947-10;-1.7;1947-10-24;5.4;4;0;0
1947-11;-0.9;1947-11-18;4.4;5;0;0
1947-12;-7.5;1947-12-20;0.5;12;0;0
1948-01;-5.0;1948-01-02;1.9;5;0;0
1948-02;-9.4;1948-02-26;-1.6;16;0;0
1948-03;-5.2;1948-03-01;2.5;8;0;0
1948-04;4.2;1948-04-27;9.2;0;0;0
1948-05;7.0;1948-05-19;13.2;0;0;0
1948-06;8.9;1948-06-01;14.3;0;0;0
1948-07;10.7;1948-07-11;15.5;0;0;5
1948-08;10.0;1948-08-31;16.8;0;0;6
1948-09;6.9;1948-09-24;13.4;0;0;0
1948-10;2.4;1948-10-11;8.6;0;0;0
1948-11;-5.1;1948-11-30;2.3;8;0;0
1948-12;-11.9;1948-12-21;-4.6;30;1;0
1949-01;-6.9;1949-01-29;-0.9;17;0;0
1949-02;-9.8;1949-02-04;-1.2;16;0;0
1949-03;-9.0;1949-03-07;0.1;14;0;0
1949-04;2.8;1949-04-10;8.1;0;0;0
1949-05;6.5;1949-05-09;12.9;0;0;0
1949-06;8.3;1949-06-25;13.7;0;0;0
1949-07;12.0;1949-07-21;16.7;0;0;3
1949-08;9.9;1949-08-19;15.4;0;0;1
1949-09;8.5;1949-09-28;13.6;0;0;0
1949-10;1.9;1949-10-30;7.9;0;0;0
1949-11;0.5;1949-11-30;5.5;0;0;0
1949-12;-4.4;1949-12-14;1.5;9;0;0
1950-01;-15.0;1950-01-12;-5.0;25;6;0
1950-02;-14.5;1950-02-04;-1.0;11;3;0
1950-03;-2.3;1950-03-01;3.7;1;0;0
1950-04;2.8;1950-04-09;8.0;0;0;0
1950-05;5.5;1950-05-01;13.4;0;0;0
1950-06;12.4;1950-06-03;16.0;0;0;1
1950-07;14.6;1950-07-31;18.8;0;0;10
1950-08;13.1;1950-08-05;17.1;0;0;4
1950-09;8.1;1950-09-24;13.2;0;0;0
1950-10;0.0;1950-10-23;6.2;1;0;0
1950-11;-0.1;1950-11-10;4.1;1;0;0
1950-12;-1.7;1950-12-22;2.0;7;0;0
1951-01;-4.3;1951-01-23;0.7;9;0;0
1951-02;-2.4;1951-02-11;1.5;7;0;0
1951-03;-2.0;1951-03-01;3.0;4;0;0
1951-04;3.0;1951-04-16;7.4;0;0;0
1951-05;6.3;1951-05-17;11.8;0;0;0
1951-06;11.8;1951-06-01;15.8;0;0;3
1951-07;11.2;1951-07-06;16.8;0;0;5
1951-08;13.7;1951-08-18;17.6;0;0;1
1951-09;6.8;1951-09-22;14.3;0;0;1
1951-10;0.5;1951-10-16;6.1;0;0;0
1951-11;1.4;1951-11-17;5.5;0;0;0
1951-12;-5.9;1951-12-25;0.2;13;0;0
1952-01;-5.0;1952-01-30;-0.6;15;0;0
1952-02;-5.5;1952-02-10;-0.7;20;0;0
1952-03;-9.4;1952-03-07;-1.1;20;0;0
1952-04;-0.1;1952-04-04;9.3;1;0;0
1952-05;3.3;1952-05-20;10.9;0;0;0
1952-06;10.4;1952-06-25;14.8;0;0;1
1952-07;12.1;1952-07-27;17.9;0;0;5
1952-08;11.6;1952-08-24;18.0;0;0;8
1952-09;4.9;1952-09-29;11.5;0;0;0
1952-10;1.0;1952-10-19;7.1;0;0;0
1952-11;-1.2;1952-11-12;2.7;3;0;0
1952-12;-7.2;1952-12-10;-1.1;18;0;0
1953-01;-7.4;1953-01-21;-0.7;22;0;0
1953-02;-9.5;1953-02-09;-0.0;14;0;0
1953-03;-6.3;1953-03-14;1.3;11;0;0
1953-04;1.5;1953-04-21;7.2;0;0;0
1953-05;2.4;1953-05-09;10.6;0;0;0
1953-06;10.9;1953-06-02;15.7;0;0;0
1953-07;13.6;1953-07-12;16.4;0;0;1
1953-08;10.8;1953-08-09;14.1;0;0;0
1953-09;6.6;1953-09-15;12.8;0;0;0
1953-10;1.2;1953-10-11;8.5;0;0;0
1953-11;-7.1;1953-11-26;1.8;9;0;0
1953-12;-10.0;1953-12-19;-1.3;18;1;0
1954-01;-18.5;1954-01-28;-7.5;28;11;0
1954-02;-16.4;1954-02-06;-7.8;28;8;0
1954-03;1.2;1954-03-01;3.5;0;0;0
1954-04;0.8;1954-04-12;5.4;0;0;0
1954-05;5.7;1954-05-15;11.4;0;0;0
1954-06;12.3;1954-06-08;16.7;0;0;3
1954-07;11.5;1954-07-09;15.1;0;0;0
1954-08;12.0;1954-08-24;15.6;0;0;2
1954-09;5.0;1954-09-25;13.8;0;0;0
1954-10;2.0;1954-10-28;6.9;0;0;0
1954-11;-6.3;1954-11-23;2.8;7;0;0
1954-12;-2.9;1954-12-09;1.8;10;0;0
1955-01;-11.2;1955-01-06;-3.0;26;1;0
1955-02;-5.5;1955-02-22;-1.3;18;0;0
1955-03;-7.4;1955-03-04;1.2;12;0;0
1955-04;-0.6;1955-04-19;4.2;5;0;0
1955-05;3.8;1955-05-23;9.9;0;0;0
1955-06;7.5;1955-06-03;14.0;0;0;0
1955-07;13.3;1955-07-07;17.0;0;0;2
1955-08;11.4;1955-08-09;15.7;0;0;0
1955-09;7.4;1955-09-27;12.6;0;0;0
1955-10;-0.6;1955-10-30;7.6;2;0;0
1955-11;-2.8;1955-11-26;3.9;4;0;0
1955-12;-4.9;1955-12-13;1.2;10;0;0
1956-01;-12.3;1956-01-31;-1.1;17;2;0
1956-02;-18.8;1956-02-10;-10.9;29;19;0
1956-03;-7.8;1956-03-12;-0.3;12;0;0
1956-04;-2.5;1956-04-08;6.4;2;0;0
1956-05;6.6;1956-05-02;11.1;0;0;0
1956-06;9.8;1956-06-17;14.0;0;0;0
1956-07;13.4;1956-07-25;16.8;0;0;2
1956-08;12.7;1956-08-05;15.8;0;0;1
1956-09;4.8;1956-09-20;11.7;0;0;0
1956-10;1.5;1956-10-11;6.4;0;0;0
1956-11;-7.7;1956-11-21;-0.2;16;0;0
1956-12;-7.3;1956-12-29;-0.2;16;0;0
1957-01;-11.1;1957-01-18;-3.5;28;3;0
1957-02;-3.2;1957-02-01;1.5;5;0;0
1957-03;-4.6;1957-03-02;2.9;11;0;0
1957-04;0.9;1957-04-16;7.0;0;0;0
1957-05;1.6;1957-05-07;9.4;0;0;0
1957-06;9.0;1957-06-01;15.8;0;0;2
1957-07;11.7;1957-07-29;17.6;0;0;8
1957-08;9.0;1957-08-31;15.0;0;0;2
1957-09;8.0;1957-09-27;11.7;0;0;0
1957-10;0.5;1957-10-06;6.3;0;0;0
1957-11;-5.6;1957-11-30;4.4;4;0;0
1957-12;-6.0;1957-12-01;-0.9;19;0;0
1958-01;-10.1;1958-01-31;-3.2;22;1;0
1958-02;-7.3;1958-02-01;0.4;15;0;0
1958-03;-6.0;1958-03-05;-1.8;26;0;0
1958-04;-0.7;1958-04-01;4.9;2;0;0
1958-05;5.4;1958-05-05;14.4;0;0;1
1958-06;9.4;1958-06-08;13.7;0;0;0
1958-07;12.2;1958-07-26;16.6;0;0;3
1958-08;11.7;1958-08-06;16.6;0;0;2
1958-09;4.4;1958-09-30;12.1;0;0;0
1958-10;1.0;1958-10-23;8.2;0;0;0
1958-11;-0.8;1958-11-25;4.8;3;0;0
1958-12;-7.5;1958-12-05;1.1;9;0;0
1959-01;-7.8;1959-01-12;-2.2;26;0;0
1959-02;-9.0;1959-02-14;-2.3;21;0;0
1959-03;-0.4;1959-03-12;3.9;1;0;0
1959-04;0.1;1959-04-21;6.7;0;0;0
1959-05;4.3;1959-05-05;11.2;0;0;0
1959-06;9.3;1959-06-05;14.4;0;0;0
1959-07;13.5;1959-07-01;17.8;0;0;2
1959-08;11.0;1959-08-31;16.1;0;0;0
1959-09;4.8;1959-09-30;10.2;0;0;0
1959-10;0.3;1959-10-15;5.1;0;0;0
1959-11;-3.6;1959-11-25;3.4;4;0;0
1959-12;-1.2;1959-12-19;2.3;7;0;0
1960-01;-14.0;1960-01-15;-3.7;24;3;0
1960-02;-12.6;1960-02-06;-2.9;14;7;0
1960-03;-4.5;1960-03-08;3.3;6;0;0
1960-04;2.1;1960-04-26;7.3;0;0;0
1960-05;3.5;1960-05-04;10.9;0;0;0
1960-06;11.5;1960-06-30;15.1;0;0;0
1960-07;9.1;1960-07-02;14.6;0;0;0
1960-08;12.3;1960-08-22;15.9;0;0;0
1960-09;3.3;1960-09-29;11.0;0;0;0
1960-10;3.7;1960-10-19;9.2;0;0;0
1960-11;2.4;1960-11-30;5.9;0;0;0
1960-12;-4.0;1960-12-27;2.3;10;0;0
1961-01;-11.5;1961-01-28;-3.6;21;3;0
1961-02;-3.3;1961-02-06;0.4;9;0;0
1961-03;-1.0;1961-03-23;5.4;1;0;0
1961-04;5.0;1961-04-10;9.6;0;0;0
1961-05;5.5;1961-05-13;10.1;0;0;0
1961-06;12.8;1961-06-15;15.4;0;0;1
1961-07;10.9;1961-07-07;14.9;0;0;0
1961-08;11.7;1961-08-17;15.6;0;0;5
1961-09;7.7;1961-09-24;13.0;0;0;0
1961-10;4.3;1961-10-26;9.6;0;0;0
1961-11;-3.6;1961-11-23;4.6;4;0;0
1961-12;-10.9;1961-12-16;-2.3;19;2;0
1962-01;-7.2;1962-01-05;-1.3;18;0;0
1962-02;-6.2;1962-02-25;-1.1;19;0;0
1962-03;-6.0;1962-03-19;-0.3;20;0;0
1962-04;2.4;1962-04-02;8.3;0;0;0
1962-05;2.9;1962-05-02;10.4;0;0;0
1962-06;7.2;1962-06-02;14.3;0;0;3
1962-07;8.9;1962-07-06;15.4;0;0;2
1962-08;12.1;1962-08-31;17.9;0;0;10
1962-09;6.6;1962-09-20;11.8;0;0;0
1962-10;1.7;1962-10-23;7.2;0;0;0
1962-11;-1.5;1962-11-29;4.3;7;0;0
1962-12;-9.5;1962-12-23;-3.6;26;0;0
1963-01;-16.6;1963-01-18;-7.1;26;9;0
1963-02;-14.7;1963-02-03;-6.1;24;6;0
1963-03;-14.1;1963-03-01;0.0;12;2;0
1963-04;-0.1;1963-04-04;8.1;1;0;0
1963-05;6.7;1963-05-05;11.9;0;0;0
1963-06;10.1;1963-06-03;15.8;0;0;3
1963-07;14.4;1963-07-10;17.9;0;0;7
1963-08;10.5;1963-08-20;16.7;0;0;3
1963-09;7.8;1963-09-30;13.3;0;0;0
1963-10;1.5;1963-10-29;7.4;0;0;0
1963-11;0.0;1963-11-25;5.8;2;0;0
1963-12;-14.2;1963-12-18;-5.2;30;3;0
1964-01;-15.9;1964-01-22;-8.3;29;11;0
1964-02;-8.4;1964-02-23;-1.7;15;0;0
1964-03;-5.8;1964-03-18;0.7;16;0;0
1964-04;1.5;1964-04-09;8.0;0;0;0
1964-05;5.5;1964-05-07;10.9;0;0;0
1964-06;12.9;1964-06-11;17.4;0;0;1
1964-07;10.3;1964-07-07;16.4;0;0;2
1964-08;9.8;1964-08-24;15.0;0;0;0
1964-09;6.7;1964-09-22;12.3;0;0;0
1964-10;3.7;1964-10-05;7.7;0;0;0
1964-11;-0.6;1964-11-08;5.4;1;0;0
1964-12;-5.4;1964-12-31;-0.6;21;0;0
1965-01;-5.7;1965-01-08;-0.9;20;0;0
1965-02;-9.7;1965-02-10;-4.3;26;0;0
1965-03;-3.5;1965-03-11;2.3;11;0;0
1965-04;1.4;1965-04-02;6.8;0;0;0
1965-05;5.3;1965-05-04;10.6;0;0;0
1965-06;10.1;1965-06-03;14.8;0;0;1
1965-07;11.3;1965-07-06;16.0;0;0;0
1965-08;9.5;1965-08-29;13.9;0;0;0
1965-09;8.6;1965-09-22;12.0;0;0;0
1965-10;0.9;1965-10-23;5.7;0;0;0
1965-11;-9.9;1965-11-25;0.9;12;0;0
1965-12;-4.6;1965-12-15;0.3;15;0;0
1966-01;-11.8;1966-01-21;-5.0;28;1;0
1966-02;-2.9;1966-02-01;3.8;6;0;0
1966-03;-1.7;1966-03-15;3.2;5;0;0
1966-04;1.4;1966-04-03;8.8;0;0;0
1966-05;6.6;1966-05-30;11.6;0;0;0
1966-06;8.2;1966-06-01;14.5;0;0;0
1966-07;11.9;1966-07-30;15.7;0;0;2
1966-08;10.2;1966-08-30;15.5;0;0;1
1966-09;7.1;1966-09-20;12.5;0;0;0
1966-10;2.5;1966-10-31;11.7;0;0;0
1966-11;-4.3;1966-11-29;3.5;4;0;0
1966-12;-4.5;1966-12-24;0.4;13;0;0
1967-01;-12.2;1967-01-11;-3.3;26;1;0
1967-02;-6.1;1967-02-13;-0.5;14;0;0
1967-03;1.4;1967-03-17;4.4;0;0;0
1967-04;1.2;1967-04-03;7.1;0;0;0
1967-05;6.5;1967-05-04;12.2;0;0;0
1967-06;8.0;1967-06-12;13.9;0;0;0
1967-07;14.4;1967-07-10;18.0;0;0;5
1967-08;12.4;1967-08-22;16.1;0;0;2
1967-09;9.1;1967-09-30;14.4;0;0;0
1967-10;1.4;1967-10-21;8.9;0;0;0
1967-11;-4.9;1967-11-26;3.0;8;0;0
1967-12;-8.5;1967-12-16;-1.0;18;0;0
1968-01;-15.0;1968-01-11;-3.3;23;5;0
1968-02;-4.0;1968-02-18;1.3;10;0;0
1968-03;-4.5;1968-03-12;2.8;8;0;0
1968-04;-0.5;1968-04-10;7.9;1;0;0
1968-05;6.4;1968-05-19;12.2;0;0;0
1968-06;8.7;1968-06-12;15.7;0;0;3
1968-07;12.0;1968-07-13;16.2;0;0;5
1968-08;11.0;1968-08-21;15.5;0;0;0
1968-09;5.2;1968-09-28;13.0;0;0;0
1968-10;0.0;1968-10-22;7.7;1;0;0
1968-11;-1.9;1968-11-28;5.2;4;0;0
1968-12;-9.1;1968-12-30;-2.7;22;0;0
1969-01;-12.7;1969-01-13;-4.1;24;4;0
1969-02;-9.8;1969-02-11;-1.6;13;0;0
1969-03;-4.0;1969-03-06;1.7;8;0;0
1969-04;0.0;1969-04-19;6.2;1;0;0
1969-05;7.9;1969-05-20;13.9;0;0;0
1969-06;9.6;1969-06-04;14.7;0;0;0
1969-07;11.5;1969-07-09;16.3;0;0;2
1969-08;10.5;1969-08-29;15.6;0;0;2
1969-09;7.6;1969-09-19;13.1;0;0;0
1969-10;4.5;1969-10-22;7.9;0;0;0
1969-11;-3.5;1969-11-28;5.2;4;0;0
1969-12;-11.5;1969-12-22;-2.8;28;1;0
1970-01;-9.5;1970-01-09;-3.0;24;0;0
1970-02;-7.5;1970-02-17;-1.6;19;0;0
1970-03;-5.3;1970-03-02;2.0;7;0;0
1970-04;-0.9;1970-04-05;6.8;2;0;0
1970-05;1.9;1970-05-03;10.5;0;0;0
1970-06;8.5;1970-06-03;15.9;0;0;1
1970-07;11.8;1970-07-18;16.1;0;0;3
1970-08;12.3;1970-08-26;16.2;0;0;1
1970-09;3.5;1970-09-30;12.4;0;0;0
1970-10;0.0;1970-10-17;6.8;1;0;0
1970-11;1.1;1970-11-09;6.1;0;0;0
1970-12;-11.0;1970-12-27;-0.4;17;1;0
1971-01;-10.5;1971-01-05;-3.3;22;1;0
1971-02;-7.2;1971-02-27;0.8;8;0;0
1971-03;-10.0;1971-03-05;0.4;14;1;0
1971-04;1.9;1971-04-15;7.6;0;0;0
1971-05;6.9;1971-05-05;13.2;0;0;0
1971-06;9.5;1971-06-17;14.2;0;0;0
1971-07;10.2;1971-07-01;16.3;0;0;3
1971-08;11.9;1971-08-26;17.2;0;0;6
1971-09;6.2;1971-09-17;10.7;0;0;0
1971-10;-1.2;1971-10-29;6.5;3;0;0
1971-11;-5.5;1971-11-22;3.0;9;0;0
1971-12;-4.0;1971-12-10;2.2;11;0;0
1972-01;-11.6;1972-01-17;-2.2;19;2;0
1972-02;-5.5;1972-02-03;2.0;7;0;0
1972-03;-3.7;1972-03-13;4.2;4;0;0
1972-04;2.8;1972-04-30;8.8;0;0;0
1972-05;6.9;1972-05-13;11.6;0;0;0
1972-06;11.5;1972-06-02;15.6;0;0;1
1972-07;12.5;1972-07-05;18.0;0;0;10
1972-08;10.0;1972-08-27;15.4;0;0;2
1972-09;4.4;1972-09-29;10.1;0;0;0
1972-10;-1.4;1972-10-20;6.0;1;0;0
1972-11;-1.5;1972-11-29;3.7;5;0;0
1972-12;-7.5;1972-12-29;-0.3;13;0;0
1973-01;-6.5;1973-01-15;-1.5;20;0;0
1973-02;-3.4;1973-02-27;1.1;10;0;0
1973-03;-2.0;1973-03-12;2.6;7;0;0
1973-04;1.6;1973-04-14;6.7;0;0;0
1973-05;5.2;1973-05-18;12.4;0;0;0
1973-06;10.5;1973-06-16;15.0;0;0;0
1973-07;12.4;1973-07-25;17.0;0;0;3
1973-08;13.4;1973-08-23;16.5;0;0;0
1973-09;7.0;1973-09-14;13.7;0;0;0
1973-10;-1.9;1973-10-26;6.5;5;0;0
1973-11;-5.4;1973-11-30;1.1;11;0;0
1973-12;-13.0;1973-12-03;-1.4;17;2;0
1974-01;-4.5;1974-01-14;0.7;12;0;0
1974-02;-1.4;1974-02-28;3.3;1;0;0
1974-03;-2.3;1974-03-01;5.4;3;0;0
1974-04;2.0;1974-04-15;6.7;0;0;0
1974-05;6.2;1974-05-08;10.8;0;0;0
1974-06;8.9;1974-06-08;13.5;0;0;0
1974-07;12.3;1974-07-08;16.0;0;0;3
1974-08;13.2;1974-08-12;18.1;0;0;10
1974-09;5.4;1974-09-28;12.8;0;0;0
1974-10;0.9;1974-10-30;5.8;0;0;0
1974-11;-0.5;1974-11-10;4.0;2;0;0
1974-12;-2.0;1974-12-23;2.2;7;0;0
1975-01;-2.6;1975-01-01;0.9;12;0;0
1975-02;-5.1;1975-02-18;-1.2;21;0;0
1975-03;-0.4;1975-03-02;4.9;1;0;0
1975-04;1.9;1975-04-11;7.0;0;0;0
1975-05;9.7;1975-05-04;13.4;0;0;0
1975-06;8.2;1975-06-03;14.9;0;0;0
1975-07;12.8;1975-07-27;17.0;0;0;0
1975-08;12.1;1975-08-15;16.5;0;0;0
1975-09;7.9;1975-09-14;14.3;0;0;0
1975-10;3.4;1975-10-12;8.3;0;0;0
1975-11;-8.5;1975-11-26;2.3;6;0;0
1975-12;-5.2;1975-12-20;0.3;12;0;0
1976-01;-6.0;1976-01-31;-0.8;19;0;0
1976-02;-9.6;1976-02-09;-1.5;18;0;0
1976-03;-5.7;1976-03-12;0.3;15;0;0
1976-04;2.1;1976-04-30;8.1;0;0;0
1976-05;2.4;1976-05-01;11.3;0;0;0
1976-06;9.8;1976-06-04;14.7;0;0;0
1976-07;13.0;1976-07-30;17.7;0;0;4
1976-08;10.6;1976-08-06;14.1;0;0;0
1976-09;7.9;1976-09-27;11.9;0;0;0
1976-10;2.3;1976-10-25;9.3;0;0;0
1976-11;-2.1;1976-11-26;5.6;3;0;0
1976-12;-10.8;1976-12-31;-0.5;16;1;0
1977-01;-8.7;1977-01-01;-1.2;17;0;0
1977-02;-5.2;1977-02-04;2.1;7;0;0
1977-03;-2.2;1977-03-01;5.6;3;0;0
1977-04;-0.7;1977-04-01;5.8;3;0;0
1977-05;6.7;1977-05-08;12.1;0;0;0
1977-06;6.7;1977-06-02;15.3;0;0;0
1977-07;11.8;1977-07-16;15.7;0;0;0
1977-08;10.3;1977-08-26;15.6;0;0;0
1977-09;1.3;1977-09-29;10.9;0;0;0
1977-10;3.8;1977-10-21;8.3;0;0;0
1977-11;-5.8;1977-11-30;4.4;3;0;0
1977-12;-7.2;1977-12-13;-1.9;23;0;0
1978-01;-6.7;1978-01-09;-1.1;19;0;0
1978-02;-9.5;1978-02-22;-1.4;20;0;0
1978-03;-1.5;1978-03-23;3.9;2;0;0
1978-04;-0.6;1978-04-07;6.5;1;0;0
1978-05;2.6;1978-05-12;10.4;0;0;0
1978-06;9.6;1978-06-19;13.9;0;0;0
1978-07;11.3;1978-07-11;14.4;0;0;0
1978-08;10.1;1978-08-29;14.2;0;0;0
1978-09;6.2;1978-09-21;11.3;0;0;0
1978-10;0.0;1978-10-28;8.0;1;0;0
1978-11;-2.5;1978-11-16;1.2;11;0;0
1978-12;-8.6;1978-12-07;-0.3;13;0;0
1979-01;-13.0;1979-01-02;-4.7;26;4;0
1979-02;-4.5;1979-02-27;0.3;14;0;0
1979-03;-1.5;1979-03-01;4.7;4;0;0
1979-04;1.2;1979-04-19;6.0;0;0;0
1979-05;2.4;1979-05-04;12.2;0;0;0
1979-06;12.7;1979-06-19;17.5;0;0;2
1979-07;11.8;1979-07-11;15.4;0;0;0
1979-08;9.7;1979-08-26;15.4;0;0;3
1979-09;5.4;1979-09-17;12.5;0;0;0
1979-10;-2.6;1979-10-27;5.6;4;0;0
1979-11;-1.4;1979-11-26;3.9;4;0;0
1979-12;-3.6;1979-12-15;2.7;9;0;0
1980-01;-13.9;1980-01-14;-4.8;30;3;0
1980-02;-4.1;1980-02-16;0.0;13;0;0
1980-03;-3.1;1980-03-05;2.2;9;0;0
1980-04;1.6;1980-04-05;5.1;0;0;0
1980-05;2.9;1980-05-04;9.5;0;0;0
1980-06;9.4;1980-06-01;14.0;0;0;0
1980-07;11.8;1980-07-01;15.0;0;0;0
1980-08;8.0;1980-08-26;15.2;0;0;2
1980-09;6.6;1980-09-29;11.2;0;0;0
1980-10;1.2;1980-10-22;7.6;0;0;0
1980-11;-2.2;1980-11-11;1.8;8;0;0
1980-12;-8.7;1980-12-05;-0.9;14;0;0
1981-01;-10.4;1981-01-10;-4.1;27;1;0
1981-02;-4.6;1981-02-15;0.2;15;0;0
1981-03;-3.4;1981-03-01;5.5;1;0;0
1981-04;1.1;1981-04-20;6.5;0;0;0
1981-05;5.3;1981-05-04;11.6;0;0;0
1981-06;10.0;1981-06-21;16.1;0;0;0
1981-07;12.1;1981-07-01;15.9;0;0;1
1981-08;9.7;1981-08-31;16.2;0;0;4
1981-09;7.6;1981-09-18;13.4;0;0;0
1981-10;2.4;1981-10-25;9.1;0;0;0
1981-11;-2.5;1981-11-18;3.6;7;0;0
1981-12;-10.0;1981-12-21;-1.6;19;1;0
1982-01;-13.6;1982-01-11;-4.9;24;3;0
1982-02;-6.8;1982-02-21;-2.2;25;0;0
1982-03;-1.6;1982-03-09;2.8;3;0;0
1982-04;1.8;1982-04-23;5.5;0;0;0
1982-05;3.6;1982-05-01;12.1;0;0;0
1982-06;9.2;1982-06-18;15.2;0;0;0
1982-07;12.1;1982-07-02;17.0;0;0;3
1982-08;12.8;1982-08-24;17.0;0;0;2
1982-09;11.6;1982-09-04;15.3;0;0;1
1982-10;2.8;1982-10-31;9.3;0;0;0
1982-11;-2.6;1982-11-07;3.2;3;0;0
1982-12;-2.6;1982-12-06;2.0;7;0;0
1983-01;-3.2;1983-01-21;2.3;4;0;0
1983-02;-9.3;1983-02-23;-2.0;20;0;0
1983-03;-2.9;1983-03-14;4.1;3;0;0
1983-04;2.5;1983-04-17;9.0;0;0;0
1983-05;6.1;1983-05-07;12.9;0;0;0
1983-06;9.6;1983-06-16;14.7;0;0;0
1983-07;11.8;1983-07-22;18.0;0;0;6
1983-08;10.4;1983-08-05;16.3;0;0;1
1983-09;6.8;1983-09-27;12.1;0;0;0
1983-10;0.4;1983-10-24;6.9;0;0;0
1983-11;-8.6;1983-11-15;0.0;14;0;0
1983-12;-9.3;1983-12-13;-1.6;17;0;0
1984-01;-7.0;1984-01-12;-1.2;22;0;0
1984-02;-6.0;1984-02-17;-0.1;10;0;0
1984-03;-5.0;1984-03-20;1.9;9;0;0
1984-04;-0.9;1984-04-01;6.7;1;0;0
1984-05;7.0;1984-05-09;11.3;0;0;0
1984-06;9.3;1984-06-12;12.8;0;0;0
1984-07;10.0;1984-07-04;14.4;0;0;1
1984-08;9.8;1984-08-29;15.7;0;0;1
1984-09;7.2;1984-09-25;12.7;0;0;0
1984-10;2.0;1984-10-30;8.8;0;0;0
1984-11;-4.5;1984-11-14;3.4;6;0;0
1984-12;-4.4;1984-12-29;-1.2;24;0;0
1985-01;-15.5;1985-01-08;-6.8;27;9;0
1985-02;-14.7;1985-02-12;-6.1;25;6;0
1985-03;-3.8;1985-03-01;2.5;2;0;0
1985-04;2.0;1985-04-25;7.6;0;0;0
1985-05;3.8;1985-05-01;12.9;0;0;0
1985-06;9.0;1985-06-18;13.3;0;0;0
1985-07;12.4;1985-07-04;16.7;0;0;4
1985-08;9.0;1985-08-08;16.5;0;0;3
1985-09;8.0;1985-09-10;12.4;0;0;0
1985-10;-1.0;1985-10-30;6.8;1;0;0
1985-11;-3.2;1985-11-27;2.1;9;0;0
1985-12;-3.1;1985-12-31;2.5;5;0;0
1986-01;-8.1;1986-01-10;-1.3;17;0;0
1986-02;-11.8;1986-02-28;-4.3;24;3;0
1986-03;-9.5;1986-03-01;0.8;10;0;0
1986-04;-0.9;1986-04-14;8.3;1;0;0
1986-05;8.1;1986-05-11;13.6;0;0;0
1986-06;7.4;1986-06-06;14.2;0;0;3
1986-07;10.8;1986-07-25;15.7;0;0;2
1986-08;11.4;1986-08-31;17.4;0;0;7
1986-09;7.1;1986-09-29;12.3;0;0;0
1986-10;2.4;1986-10-25;7.2;0;0;0
1986-11;-0.4;1986-11-27;2.9;2;0;0
1986-12;-10.3;1986-12-26;-1.8;22;2;0
1987-01;-18.1;1987-01-12;-6.2;27;7;0
1987-02;-14.0;1987-02-01;-0.8;13;2;0
1987-03;-10.9;1987-03-04;-1.8;17;3;0
1987-04;3.4;1987-04-16;7.5;0;0;0
1987-05;4.4;1987-05-22;10.0;0;0;0
1987-06;8.9;1987-06-01;14.9;0;0;2
1987-07;10.2;1987-07-27;18.3;0;0;11
1987-08;10.5;1987-08-06;14.9;0;0;0
