# Meteorológiai tényadatok: Budapest
# Dátum: Év
# Évi középhőmérséklet [°C]
# Évi maximum hőmérséklet [°C]
# Hőségnapok (Tx>=30°C) száma
# Évi minimumhőmérséklet [°C]
# Fagyos napok (Tn<=0°C) száma
# Meleg éjszakák (Tn>=20°C) száma
# Csapadék évi összege [mm]
# Legnagyobb napi csapadékösszeg az évben [mm]
# Havas napok száma
# Napfénytartam évi összege [óra]
# Globálsugárzás évi összege [J/cm2]
#
1993;11.4;35.0;28;-9.7;80;10;505.4;50.9;45;2091.6;
1994;12.6;36.5;42;-7.2;32;30;481.1;40.7;19;1976.7;
1995;11.4;34.5;25;-11.5;66;6;574.9;25.2;43;1845.2;
1996;10.6;33.6;15;-11.3;88;6;527.5;49.9;47;1784.1;
1997;11.4;34.0;11;-11.9;72;4;326.6;20.3;29;2075.3;
1998;11.8;37.1;31;-10.6;61;19;643.0;32.9;22;2037.0;
1999;11.7;33.7;11;-9.8;61;4;842.2;49.9;36;1926.8;
2000;12.7;36.9;34;-10.0;48;18;388.6;26.6;32;2195.4;
2001;11.5;35.6;25;-11.5;71;15;548.2;39.9;31;1832.0;
2002;12.5;35.0;27;-10.2;50;21;494.1;46.4;28;1850.1;
2003;12.0;37.3;52;-12.5;86;28;344.7;28.9;38;2302.8;
2004;11.3;33.6;16;-9.8;71;9;533.6;28.0;37;1902.5;
2005;11.0;35.1;13;-10.9;79;9;696.1;69.6;51;2167.0;
2006;12.0;35.4;37;-12.0;71;21;464.0;49.4;30;2163.5;
2007;13.3;40.1;51;-6.2;28;21;472.2;28.8;23;2279.4;
2008;12.9;36.1;43;-8.6;38;16;565.0;24.6;19;2170.8;
2009;12.5;34.9;40;-13.7;49;12;479.1;27.0;38;2158.1;
2010;11.4;35.9;31;-10.5;83;18;815.2;67.3;46;1945.3;
2011;12.3;37.1;39;-7.5;68;15;290.5;22.5;26;2393.1;
2012;13.0;38.2;56;-13.1;63;27;383.6;23.5;27;2472.6;
2013;12.5;38.7;42;-5.8;61;25;588.2;42.2;32;;
2014;13.4;35.8;25;-11.1;22;17;664.9;53.0;;;
2015;13.3;38.0;52;-7.2;37;35;598.7;115.4;;;
2016;12.7;35.7;39;-9.0;45;17;569.4;36.5;;;
2017;12.8;39.1;52;-15.2;56;26;579.4;52.0;;;
2018;13.9;35.9;60;-9.8;54;31;492.5;48.4;;;
2019;14.0;37.4;55;-5.6;39;41;512.4;29.3;;;
2020;13.2;35.3;38;-3.5;38;23;522.5;36.9;;;
