Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Budapest, Magyarország",11/22/2019,11.7,4.9,9.3,2.4,,0,,,19.1,124.04,37,10,27.9,77.86,Partially cloudy
"Budapest, Magyarország",11/23/2019,9.1,3.1,5.7,-0.5,,0,,,22.5,117.67,37,10,13.2,77.21,Clear
"Budapest, Magyarország",11/24/2019,10.8,3.3,6.2,-0.2,,0,,,19.8,94.63,32.4,10,1.4,81.81,Clear
"Budapest, Magyarország",11/25/2019,10.8,1.1,5.4,0.4,,0,,,8.3,92.54,28.8,9.1,0.4,87.31,Clear
"Budapest, Magyarország",11/26/2019,10.1,3.4,7.4,2.6,,0,,,7.4,187.21,,7.6,38.1,87.51,Partially cloudy
"Budapest, Magyarország",11/27/2019,8.2,4.3,6.7,1.4,,0,,,16.4,122.21,40.6,5.7,28.4,91.85,Partially cloudy
"Budapest, Magyarország",11/28/2019,11,7.2,9.1,7.5,,6.91,,,11.2,201.38,25.2,4.9,34.4,97.58,"Rain, Partially cloudy"
"Budapest, Magyarország",11/29/2019,11.3,5.2,7.6,4.3,,1.1,,,14.6,224.58,,4.8,24.3,94.72,Rain
"Budapest, Magyarország",11/30/2019,7.8,-2.7,3.3,-5.2,,0,,,26.6,311.21,41.1,10,5.5,67.07,Clear
"Budapest, Magyarország",12/01/2019,3.9,-6,-0.7,-8.9,,0,,,13.7,154.08,,9.6,3.8,78.02,Clear
"Budapest, Magyarország",12/02/2019,1,-1.3,0,-4.4,,12.93,,,18.5,218.5,27.5,5.7,28.1,93.2,"Rain, Partially cloudy"
"Budapest, Magyarország",12/03/2019,3.6,-4.6,0.5,-7.5,,0,,,17.6,247.13,39.6,8.6,1.3,82.71,Clear
"Budapest, Magyarország",12/04/2019,-1.8,-7.1,-3.9,-10.7,,0,,,10.6,97.96,32.4,2.3,34.8,96.85,Partially cloudy
"Budapest, Magyarország",12/05/2019,-1.7,-1.9,-1.8,-6.2,,0,,,12.9,114.46,25.2,4.4,45.2,95.38,Partially cloudy
"Budapest, Magyarország",12/06/2019,-0.2,-1.9,-1,-5.6,,0,,,10.8,130.42,,2.5,44.7,95.52,Partially cloudy
"Budapest, Magyarország",12/07/2019,1,-0.5,0.3,-3.6,,0,,,10.5,178.13,,0.9,31.7,98.72,Partially cloudy
"Budapest, Magyarország",12/08/2019,7.3,1,3,-1.2,,0,,,11.2,178.79,,3.2,24.1,95.03,Clear
"Budapest, Magyarország",12/09/2019,4.9,1.9,3.6,-0.6,,1.1,,,11.3,96.83,28.8,2.8,36,98.21,"Rain, Partially cloudy"
"Budapest, Magyarország",12/10/2019,7.8,3,4.9,-0.5,,10.15,,,22.2,290.04,43.2,8,16.2,79.82,Rain
"Budapest, Magyarország",12/11/2019,5.7,-0.3,2.1,-2.5,,0,,,7.4,242,,10,19.3,70.53,Clear
"Budapest, Magyarország",12/12/2019,2.9,1.6,2.3,-0.8,,2.51,,,10.9,72.92,,4,41.3,95.23,"Rain, Partially cloudy"
"Budapest, Magyarország",12/13/2019,4.5,1.7,3.2,-2.6,,8.89,,,18.3,144.75,40.6,5.6,38.7,95.43,"Rain, Partially cloudy"
"Budapest, Magyarország",12/14/2019,7.2,3.4,4.9,1.1,,2.96,,,15.6,202.63,46.8,8,24.8,90,Rain
"Budapest, Magyarország",12/15/2019,8.8,-0.2,3.3,-3,,0.3,,,13.1,140.58,32.4,7.9,0,89.43,Rain
"Budapest, Magyarország",12/16/2019,10.1,-0.8,3.5,-3.1,,0,,,12.3,93.17,28.8,6.3,8.4,91.88,Clear
"Budapest, Magyarország",12/17/2019,16.3,4.6,11.3,5,,0,,,24.9,186.67,41.8,10,0,71.62,Clear
"Budapest, Magyarország",12/18/2019,15.9,6.7,10.5,5.5,,0,,,15.7,154.38,27.6,9.9,0,79.6,Clear
"Budapest, Magyarország",12/19/2019,8.3,3.6,5.8,1.2,,0,,,9.3,65.71,21.6,4.8,4.8,93.58,Clear
"Budapest, Magyarország",12/20/2019,10.3,1.8,6,0.3,,0,,,17.3,90.04,31.1,6.6,6.4,88.63,Clear
"Budapest, Magyarország",12/21/2019,11.8,9.6,10.3,7.5,,8.23,,,20.2,139.79,46.8,9.5,10.5,83.98,Rain
"Budapest, Magyarország",12/22/2019,10.3,2.5,7.2,2.2,,11.23,,,17.8,138.67,34,9.1,26.3,92.1,"Rain, Partially cloudy"
"Budapest, Magyarország",12/23/2019,7.7,6,6.9,1.5,,22.35,,,35.8,317.38,64.8,9.2,32.5,85.17,"Rain, Partially cloudy"
"Budapest, Magyarország",12/24/2019,9.3,4.1,6.9,1.6,,0,,,35.3,301.21,63,10,15.7,71.42,Clear
"Budapest, Magyarország",12/25/2019,8.3,4,6.3,2.3,,0.61,,,19.5,290.54,31.6,10,27.5,87.54,"Rain, Partially cloudy"
"Budapest, Magyarország",12/26/2019,7.6,1.7,5.2,-0.8,,0.3,,,28,310.38,38.7,10,5.2,73.84,Rain
"Budapest, Magyarország",12/27/2019,6.9,1.8,3.4,-1.6,,0,,,22.6,313.33,36,10,3.5,76.92,Clear
"Budapest, Magyarország",12/28/2019,4.5,0.4,2.1,-4.1,,0,,,25.7,325.29,54.1,10,5.4,68.35,Clear
"Budapest, Magyarország",12/29/2019,2.9,-5,-0.7,-5.3,,0,,,15.3,235.83,36.8,10,1.5,68.64,Clear
"Budapest, Magyarország",12/30/2019,1.6,-7.9,-2.8,-10.2,,0,,,10.5,183.71,,8.1,0,83.48,Clear
"Budapest, Magyarország",12/31/2019,5.3,-2.5,0.6,-5.4,,0,,,22.3,234.5,36,9.6,1.4,77.74,Clear
"Budapest, Magyarország",01/01/2020,6.8,-3.6,1.2,-4.1,,0,,,14.6,255.38,33,9.3,0,78.72,Clear
"Budapest, Magyarország",01/02/2020,4.1,-5.6,-2.1,-8.1,,0,,,12.6,132.92,,4.3,8.3,90.49,Clear
"Budapest, Magyarország",01/03/2020,-2,-3.3,-2.7,-6.9,,0,,,9.5,140.58,28.8,1.6,40.1,96.84,Partially cloudy
"Budapest, Magyarország",01/04/2020,5,-2.5,0.9,-6.1,,0,,,25.3,251.58,51.6,5.2,27.1,89.72,Partially cloudy
"Budapest, Magyarország",01/05/2020,5,-1.2,2.5,-5.2,,0.15,,,30.4,327.25,56.9,10,6.4,61.51,Rain
"Budapest, Magyarország",01/06/2020,3,-5.1,-1.4,-8.3,,0,,,11.9,266.04,,10,0,68.31,Clear
"Budapest, Magyarország",01/07/2020,3,-7.1,-3,-10.4,,0,,,13.9,176.13,,9.7,0,76.65,Clear
"Budapest, Magyarország",01/08/2020,3,-6.5,-2.5,-9.8,,0,,,8,169.83,,7.9,0,80.53,Clear
"Budapest, Magyarország",01/09/2020,2.5,-3.8,-0.6,-7.1,,0.1,,,10.4,116.79,25.2,3.4,24.9,90.36,Rain
"Budapest, Magyarország",01/10/2020,0.8,-3.1,-1.2,-5.6,,0,,,10.7,109.21,25.2,3.1,25,92.96,Clear
"Budapest, Magyarország",01/11/2020,7,-4.9,0,-6.6,,0,,,23.3,209.96,37,4.8,8.9,85.34,Clear
"Budapest, Magyarország",01/12/2020,6,-6.3,-1.4,-6.4,,0,,,9,157.04,,5.4,5.3,88.79,Clear
"Budapest, Magyarország",01/13/2020,-2,-3.8,-3.1,-7.7,,0,,,13,147.63,,0.5,37.2,97.91,Partially cloudy
"Budapest, Magyarország",01/14/2020,-1.9,-3.2,-2.5,-7.3,,0,,,10.9,116.42,,1.3,39.8,97.62,Partially cloudy
"Budapest, Magyarország",01/15/2020,-1.1,-2.6,-1.7,-6.1,,0,,,12.3,90.58,28.8,1,42.8,97.36,Partially cloudy
"Budapest, Magyarország",01/16/2020,0,-2.6,-1.1,-4.2,,0,,,9.1,134.92,,1.5,36.8,98.55,Partially cloudy
"Budapest, Magyarország",01/17/2020,-1.9,-3.5,-2.6,-6.3,,0,,,10.5,113,32.4,0.6,33.9,98.49,Partially cloudy
"Budapest, Magyarország",01/18/2020,-1.1,-2.6,-1.5,-5.8,,0,,,9.9,136.5,,2.2,42.2,98.51,Partially cloudy
"Budapest, Magyarország",01/19/2020,0,-1.1,-0.5,-2.5,,0.7,,,6.8,104.63,,2.2,37.3,99.08,"Rain, Partially cloudy"
"Budapest, Magyarország",01/20/2020,3.7,-1.2,0.4,-2.1,,0.6,,,7.4,201.58,,1.5,24,97.48,Rain
"Budapest, Magyarország",01/21/2020,-0.2,-2.3,-1.2,-4.7,,0,,,10.5,232.5,,1.5,31.2,98.72,Partially cloudy
"Budapest, Magyarország",01/22/2020,-0.2,-3.9,-1.6,-6.2,,0,,,15.5,231.5,28.8,5.3,33.3,94.2,Partially cloudy
"Budapest, Magyarország",01/23/2020,5,-7.3,-1.9,-9.6,,0,,,10.5,160.33,,6.4,1.8,86.62,Clear
"Budapest, Magyarország",01/24/2020,-1.1,-5.9,-2.7,-8.4,,0,,,8.2,113.75,,2,31,97.17,Partially cloudy
"Budapest, Magyarország",01/25/2020,-1,-2,-1.4,-4.9,,0,,,7.8,153.71,,2.9,46.2,95.52,Partially cloudy
"Budapest, Magyarország",01/26/2020,0.7,-1.8,-0.7,-4.5,,0,,,8.7,83.75,,3.1,45.4,95.69,Partially cloudy
"Budapest, Magyarország",01/27/2020,1.4,-0.9,0.2,-3.9,,0.6,,,9.7,245.42,25.2,3.5,38.6,94.94,"Rain, Partially cloudy"
"Budapest, Magyarország",01/28/2020,3.2,-0.9,1,-4.6,,8.06,,,25.7,141.38,45.1,3.7,31.9,98.34,"Rain, Partially cloudy"
"Budapest, Magyarország",01/29/2020,4,0.5,2.3,-3.4,,4.5,,,16.8,256.71,36,9.2,14.4,86.02,Rain
"Budapest, Magyarország",01/30/2020,6.6,1.2,3.7,-2.6,,0.65,,,22.5,247.96,39.6,10,10.4,74.11,Rain
"Budapest, Magyarország",01/31/2020,14,-1.6,6.2,-4.3,,0.72,,,26.4,221.46,53.6,9.6,16.7,81.19,Rain
"Budapest, Magyarország",02/01/2020,14.2,5.1,9.7,2.4,,0,,,16.6,215.04,23.2,10,1.5,76.74,Clear
"Budapest, Magyarország",02/02/2020,13.9,6.9,10.5,5.6,,0.91,,,32.5,248.13,66.6,10,16,71.85,Rain
"Budapest, Magyarország",02/03/2020,11.3,8.1,10,5.3,,2.4,,,30.6,281.5,40.4,10,18.2,70.83,Rain
"Budapest, Magyarország",02/04/2020,8.7,4.9,6.3,-0.8,,5.9,,,43.1,265.79,81.7,9.8,25.1,75.91,"Rain, Partially cloudy"
"Budapest, Magyarország",02/05/2020,9.1,0.4,4.5,-3.9,,0,,,33.6,291.58,61.6,10,0.9,55.42,Clear
"Budapest, Magyarország",02/06/2020,4.1,-0.8,2,-5.6,,0,,,28.2,318.21,43.2,10,0,61.4,Clear
"Budapest, Magyarország",02/07/2020,8.3,2.1,4.7,-2.1,,0,,,24,267.42,42,10,10.3,68.47,Clear
"Budapest, Magyarország",02/08/2020,5.1,-3.3,0.7,-4.9,,0,,,10.9,135.5,28.8,10,10.5,47.32,Clear
"Budapest, Magyarország",02/09/2020,9.4,-4.7,1.6,-7.1,,0,,,14.4,114.67,29.8,10,0,58.67,Clear
"Budapest, Magyarország",02/10/2020,15.1,2.6,8.1,-0.3,,0.41,,,38.9,217.04,58.2,10,17.5,65.52,Rain
"Budapest, Magyarország",02/11/2020,10.2,1.6,6,-0.6,,10.5,,,51.5,255.17,78.8,9.8,15.5,66.38,Rain
"Budapest, Magyarország",02/12/2020,7.4,0.3,4.1,-2.5,,1.85,,,30.6,263.79,56,10,11.1,66.02,Rain
"Budapest, Magyarország",02/13/2020,9,0.9,4.6,-1.8,,0.1,,,15.7,217.25,25.2,10,1.4,69.98,Rain
"Budapest, Magyarország",02/14/2020,9.8,4.3,6.5,2.3,,1.51,,,23.8,244.33,39.6,9.8,19.7,78.2,Rain
"Budapest, Magyarország",02/15/2020,8.8,1.2,5,-0.8,,0,,,13.8,177.46,28.8,9.8,2.3,79.31,Clear
"Budapest, Magyarország",02/16/2020,11.5,-1.1,5,-2.9,,0,,,17,122.25,32.4,8,4.6,78.37,Clear
"Budapest, Magyarország",02/17/2020,12.1,2,6.3,-0.4,,0,,,12.6,104.71,28.8,9.9,0,75.47,Clear
"Budapest, Magyarország",02/18/2020,12.1,2.9,7.7,2.2,,0,,,27.1,288.25,52.5,9.4,6.6,65.32,Clear
"Budapest, Magyarország",02/19/2020,9.6,-2,4.9,-2.8,,0,,,17.3,255.5,38.3,10,9.8,67.17,Clear
"Budapest, Magyarország",02/20/2020,9.4,-1.4,4.7,-3.4,,1.23,,,24.2,263.46,39.6,10,6.7,65.86,Rain
"Budapest, Magyarország",02/21/2020,7.9,-2.4,3.3,-4.8,,0.37,,,39.4,237.67,73.2,9.9,10.9,68,Rain
"Budapest, Magyarország",02/22/2020,10.5,-3.5,4.4,-2.9,,0,,,17.8,220.96,28.8,10,0,62.23,Clear
"Budapest, Magyarország",02/23/2020,14.1,3.1,8.8,1.6,,0.23,,,27.3,223.71,50,10,0,60.02,Rain
"Budapest, Magyarország",02/24/2020,15.6,6.4,9.1,2.4,,0.27,,,40.4,272.21,76.5,10,4.8,48.63,Rain
"Budapest, Magyarország",02/25/2020,17.4,0.8,8.7,-2.3,,0,,,20.3,193.75,34,10,2.8,60.52,Clear
"Budapest, Magyarország",02/26/2020,8.5,4.2,6.9,0.7,,9.8,,,21.7,281,28.8,9,23.2,78.29,Rain
"Budapest, Magyarország",02/27/2020,8.2,1.7,4.6,-1.7,,0,,,25.7,271.75,39.3,10,6.2,62.25,Clear
"Budapest, Magyarország",02/28/2020,7.5,2,4.4,-1.7,,2.74,,,37.3,266.21,57.6,10,22.7,70.7,Rain
"Budapest, Magyarország",02/29/2020,9.6,-2.7,4.2,-5.9,,0,,,24.7,180.79,46.1,10,0,63.06,Clear
"Budapest, Magyarország",03/01/2020,12.3,4.1,7.8,1.3,,0.83,,,16.9,178.63,32.4,10,16.6,64.53,Rain
"Budapest, Magyarország",03/02/2020,13.9,7.2,9.8,4,,13.12,,,28.2,186.58,43.2,9.2,18.1,75.82,Rain
"Budapest, Magyarország",03/03/2020,11.2,7.6,9.6,5.1,,5.96,,,14.9,164.04,32.4,10,21.3,85.33,Rain
"Budapest, Magyarország",03/04/2020,8.1,1.1,5.8,-1.3,,0.43,,,24.9,319.63,47.2,10,23.9,74.83,Rain
"Budapest, Magyarország",03/05/2020,10.1,-1.8,4.2,-4.5,,0,,,13.9,199.71,,9.9,1.7,67.54,Clear
"Budapest, Magyarország",03/06/2020,6.1,2.5,4.7,-0.9,,11.35,,,14.2,121.42,32.4,6.9,32.6,91.57,"Rain, Partially cloudy"
"Budapest, Magyarország",03/07/2020,10.1,2.2,6.4,0.9,,0.1,,,25.8,288.71,40,7.4,22.5,77,Rain
"Budapest, Magyarország",03/08/2020,9.9,1.3,6,-0.2,,0,,,18.2,294.38,39.6,10,7.4,67.48,Clear
"Budapest, Magyarország",03/09/2020,11.2,-3.1,4,-5,,0,,,8,218.29,,9.5,0.4,67.84,Clear
"Budapest, Magyarország",03/10/2020,13.4,0.7,6.6,-2.1,,0,,,17.7,295.08,,10,1.7,63.89,Clear
"Budapest, Magyarország",03/11/2020,16.1,4,9.9,3.7,,0.49,,,18.8,224.75,25.2,9.9,21.4,76.19,Rain
"Budapest, Magyarország",03/12/2020,20.4,7.8,14.1,6.7,,0.5,,,23.2,209.75,39.6,10,1.8,63.38,Rain
"Budapest, Magyarország",03/13/2020,11.7,5.2,8.8,3.2,,0,,,27.7,242.13,46.4,10,6.4,68.37,Clear
"Budapest, Magyarország",03/14/2020,11.5,-0.6,6.2,-2.5,,0,,,20.5,255.5,,10,0,55.69,Clear
"Budapest, Magyarország",03/15/2020,9.8,-1.9,3.4,-4,,0,,,14.5,71.25,33.5,10,0,39.95,Clear
"Budapest, Magyarország",03/16/2020,12.9,-2.2,5,-4.8,,0,,,22.5,128.63,39.6,10,0,46.42,Clear
"Budapest, Magyarország",03/17/2020,16.6,-2,7.5,-3.4,,0,,,8.7,189.63,,10,0.4,50.39,Clear
"Budapest, Magyarország",03/18/2020,18.9,1.4,10.2,0.3,,0,,,8.2,85.67,,9.9,0,57.98,Clear
"Budapest, Magyarország",03/19/2020,19.7,2.8,11.1,,,0,,,11.5,159.5,,10,0,58.47,Clear
"Budapest, Magyarország",03/20/2020,20.1,2.6,11.7,4.5,,0,,,10.5,115.25,,9.8,0,56.35,Clear
"Budapest, Magyarország",03/21/2020,14.9,3.9,8.1,0.6,,1.7,,,20.3,63.25,36,9.8,19.1,71.28,Rain
"Budapest, Magyarország",03/22/2020,6.5,-0.4,3.4,-4.2,,0.68,,,20,70.58,39.3,10,14.3,45.25,Rain
"Budapest, Magyarország",03/23/2020,1.9,-2.4,-0.3,-6.6,,0.2,,,24.2,106.21,51.8,7.2,28.3,73.8,"Rain, Partially cloudy"
"Budapest, Magyarország",03/24/2020,8,-0.2,3.7,-5.2,,0,,,27.2,55.79,44.6,10,8.2,42.6,Clear
"Budapest, Magyarország",03/25/2020,4.5,-0.5,2.4,-5.2,,0,,,20.6,75.29,36,10,29.7,55.96,Partially cloudy
"Budapest, Magyarország",03/26/2020,14,3.1,8.6,0.3,,0,,,20.5,68.5,32.4,10,8.7,40.35,Clear
"Budapest, Magyarország",03/27/2020,17.3,5.3,10.9,3.9,,0,,,14.4,77.58,25.2,10,6.5,45.62,Clear
"Budapest, Magyarország",03/28/2020,18,2.4,10.6,1.8,,0,,,16.8,182.33,28.8,10,4,54.08,Clear
"Budapest, Magyarország",03/29/2020,17.6,1.6,10.3,5,,0,,,23.5,259.52,32.4,10,0.8,57.97,Clear
"Budapest, Magyarország",03/30/2020,8.5,1.7,5,-0.9,,0,,,25.2,235.42,,9.9,18.2,58,Clear
"Budapest, Magyarország",03/31/2020,7.5,-0.9,3.2,-2.5,,0,,,13.9,213.71,28.8,10,6,40.74,Clear
"Budapest, Magyarország",04/01/2020,9,-2,3.5,-4.4,,0,,,13.4,121.79,25.2,10,0,38,Clear
"Budapest, Magyarország",04/02/2020,11.4,-4.9,4.2,-3.9,,0.8,,,14.5,161.21,28.8,10,0,43.05,Rain
"Budapest, Magyarország",04/03/2020,15.9,-2.1,7.2,-3.9,,0,,,19.3,207.58,25.2,10,0,50.75,Clear
"Budapest, Magyarország",04/04/2020,16.4,3.9,9.9,0.9,,0,,,15.3,157.46,,10,0.4,44.81,Clear
"Budapest, Magyarország",04/05/2020,18.3,4.2,11.7,1.4,,0,,,18.6,149.17,32.4,10,0,37.35,Clear
"Budapest, Magyarország",04/06/2020,18.1,6.3,12.4,4.4,,0,,,22.1,115.5,32.4,10,0,32.75,Clear
"Budapest, Magyarország",04/07/2020,19.6,2.5,11,1.5,,0,,,9.3,166.33,,10,0,38.12,Clear
"Budapest, Magyarország",04/08/2020,21.2,0.3,11.6,,,0,,,8.4,220.38,,10,0,38.2,Clear
"Budapest, Magyarország",04/09/2020,22.5,1.5,13.1,5.8,,0,,,15.5,197.92,28.8,10,0,38.46,Clear
"Budapest, Magyarország",04/10/2020,20.1,8.9,14.8,7.9,,0,,,21.5,311.75,33.5,10,0,37.47,Clear
"Budapest, Magyarország",04/11/2020,19.9,4.4,12.8,2.6,,0,,,16.5,179.04,,10,1.2,39.63,Clear
"Budapest, Magyarország",04/12/2020,21.5,3.7,13.7,4.3,,0,,,15.4,123.83,29.8,10,0.8,44.27,Clear
"Budapest, Magyarország",04/13/2020,23.3,9,15.5,8.5,,3.5,,,26.8,206.71,65.7,10,11.2,45.44,Rain
"Budapest, Magyarország",04/14/2020,12.9,3.8,8.4,1.4,,2.91,,,28.7,323,36,10,14,51.87,Rain
"Budapest, Magyarország",04/15/2020,13.9,-2.6,7,-3.2,,0,,,20.2,261.54,31.7,10,0,47.75,Clear
"Budapest, Magyarország",04/16/2020,20.9,0.5,11.5,-1.2,,0,,,16.1,198.29,28.8,10,0.2,48.73,Clear
"Budapest, Magyarország",04/17/2020,24.8,6,15.9,9,,0,,,22.7,213.29,32.4,10,6.1,45.4,Clear
"Budapest, Magyarország",04/18/2020,22.8,11.3,16.3,,,0,,,15,139.17,25.2,10,6.4,45.36,Clear
"Budapest, Magyarország",04/19/2020,16.6,9,14.4,7.8,,2,,,13.8,58.42,,10,13.5,49.56,Rain
"Budapest, Magyarország",04/20/2020,16.6,5.8,11.5,4.1,,0,,,20.8,68.88,42.5,10,0,36.83,Clear
"Budapest, Magyarország",04/21/2020,17.8,5,11.9,3.4,,0.55,,,23.3,66.71,46.4,10,0,35.32,Rain
"Budapest, Magyarország",04/22/2020,18.4,3.8,11.9,2,,0,,,11.6,108.25,,10,0,36.06,Clear
"Budapest, Magyarország",04/23/2020,19.9,6.5,13.3,4.5,,0,,,11.1,143.25,25.2,10,0,38.53,Clear
"Budapest, Magyarország",04/24/2020,23,2.9,13.7,6.7,,0,,,18.4,169.88,32.4,10,0.8,46.5,Clear
"Budapest, Magyarország",04/25/2020,21.7,7,14.7,7,,0,,,40.8,247.33,64.8,10,6.5,44,Clear
"Budapest, Magyarország",04/26/2020,16.9,4.6,11.4,7.8,,0,,,14.6,234.42,25.2,10,7.8,47.26,Clear
"Budapest, Magyarország",04/27/2020,20.4,3,12.9,1.8,,0,,,12.6,138.63,28.8,10,1.1,49.31,Clear
"Budapest, Magyarország",04/28/2020,23.8,9.9,17.6,9.2,,1.5,,,17.6,167.25,25.2,10,7.5,53.11,Rain
"Budapest, Magyarország",04/29/2020,20.2,10.6,15.4,,,8.39,,,20.6,219.42,28.8,9.9,14,71.78,Rain
"Budapest, Magyarország",04/30/2020,22.5,12.3,17,,,0,,,20,281.92,32.4,10,9.9,60.97,Clear
"Budapest, Magyarország",05/01/2020,18.3,11.4,14.1,,,4.35,,,16.9,204.58,,9.8,18.7,73.06,Rain
"Budapest, Magyarország",05/02/2020,20.2,9.1,14.3,8.6,,0,,,20.1,245.96,32.4,10,15.5,62.85,Clear
"Budapest, Magyarország",05/03/2020,17.2,10.2,13.3,,,0,,,30.2,319.21,43.2,10,1.5,51.42,Clear
"Budapest, Magyarország",05/04/2020,18.9,6.3,13.1,5.4,,0,,,16.6,314.33,25.2,10,0.6,50.12,Clear
"Budapest, Magyarország",05/05/2020,18.3,7.2,12.9,7.7,,3.27,,,21.4,234.5,36,10,11.1,59.62,Rain
"Budapest, Magyarország",05/06/2020,14.4,7,11.3,3.6,,0.1,,,33.6,316.92,53.6,10,12.4,52.07,Rain
"Budapest, Magyarország",05/07/2020,19.9,10,14.9,7.5,,0,,,27.8,294.96,55.4,10,6.6,41.98,Clear
"Budapest, Magyarország",05/08/2020,21.9,4,14.1,9.4,,0,,,12.5,183.58,,10,2.9,51.49,Clear
"Budapest, Magyarország",05/09/2020,25.5,9.1,18.1,,,0,,,10.9,64.33,,10,4.6,48.18,Clear
"Budapest, Magyarország",05/10/2020,25.9,11.3,19.3,,,0,,,18.5,139.92,32.4,10,1.7,45.94,Clear
"Budapest, Magyarország",05/11/2020,25.2,12,19.8,,,0,,,26.7,181.46,53.6,10,2.1,49.88,Clear
"Budapest, Magyarország",05/12/2020,18.4,4.7,11.5,4.3,,0.1,,,28.7,293.46,43.2,10,15.5,51.35,Rain
"Budapest, Magyarország",05/13/2020,16,2.7,8.7,0.9,,0.55,,,16,77.46,25.2,9.9,19.7,72.16,Rain
"Budapest, Magyarország",05/14/2020,19.9,7.7,14.2,6.8,,0,,,23.7,208.79,28.8,10,10,64.75,Clear
"Budapest, Magyarország",05/15/2020,19.6,9.3,13.1,7.5,,0.83,,,24.9,175.63,28.8,10,25.6,68.06,"Rain, Partially cloudy"
"Budapest, Magyarország",05/16/2020,19.3,6.2,13.7,6.8,,0,,,12.3,241.79,,10,9.8,58.48,Clear
"Budapest, Magyarország",05/17/2020,19.9,11.3,14.3,,,2.94,,,10.3,213.17,,9.2,23.2,75.67,Rain
"Budapest, Magyarország",05/18/2020,24.6,8.5,17.4,8.6,,0,,,12.3,218.5,25.2,8.6,3.8,63.67,Clear
"Budapest, Magyarország",05/19/2020,24.5,10.7,18.2,,,0.1,,,18.3,199.63,,9.9,8.4,62.49,Rain
"Budapest, Magyarország",05/20/2020,20.2,15.3,17.6,,,0.76,,,13.2,166.92,,10,20.2,63.49,Rain
"Budapest, Magyarország",05/21/2020,20.2,8,15.5,6.9,,0,,,18.7,209.17,32.4,10,3.4,43.19,Clear
"Budapest, Magyarország",05/22/2020,21.4,4.4,14.4,3.1,,0,,,14.4,235.88,,10,1.1,35.68,Clear
"Budapest, Magyarország",05/23/2020,19.9,11.7,16.7,,,0.3,,,11.2,160.13,,10,9.5,38.68,Rain
"Budapest, Magyarország",05/24/2020,19.7,12,15.8,,,5.25,,,30.7,297.96,61.2,10,21.6,61.13,Rain
"Budapest, Magyarország",05/25/2020,17.9,9.4,14.2,7.7,,4.3,,,22.8,295.54,36,10,14.9,63.27,Rain
"Budapest, Magyarország",05/26/2020,18.4,9.8,14.3,8.4,,4.6,,,16.3,271.25,36,10,16.3,64.72,Rain
"Budapest, Magyarország",05/27/2020,20.4,10.9,15.4,,,2.93,,,18,273.29,42.5,10,16.7,63.54,Rain
"Budapest, Magyarország",05/28/2020,20.1,12.2,15.6,,,1.85,,,16.2,276.5,28.8,10,9.8,65.33,Rain
"Budapest, Magyarország",05/29/2020,18.7,11.4,15,,,2.78,,,18.1,306.08,,10,15.2,67.47,Rain
"Budapest, Magyarország",05/30/2020,17.7,10.9,13.9,,,2.1,,,15.1,246.79,28.8,10,14.9,65.98,Rain
"Budapest, Magyarország",05/31/2020,14.2,9.5,12.2,8.8,,0.82,,,28,312.13,43.2,10,22.5,74.6,Rain
"Budapest, Magyarország",06/01/2020,22.2,12,16.8,,,0.21,,,16.5,201.83,28.8,10,15.4,65.67,Rain
"Budapest, Magyarország",06/02/2020,19.7,10.5,16.2,,,0,,,21.3,200.29,25.2,10,7.7,54.52,Clear
"Budapest, Magyarország",06/03/2020,21.3,7.7,16,8.7,,0,,,22.5,212.46,25.2,10,9.3,61.31,Clear
"Budapest, Magyarország",06/04/2020,25,9.9,18.3,,,0.56,,,27.7,194.04,32.4,10,11.2,65.28,Rain
"Budapest, Magyarország",06/05/2020,23,15.9,18.7,,,4.36,,,23.6,182.79,28.8,10,20.4,72.7,Rain
"Budapest, Magyarország",06/06/2020,26,15,20.2,,,1.72,,,13,152.63,28.8,8.7,23.3,72.69,Rain
"Budapest, Magyarország",06/07/2020,27.6,16.6,22.1,,27.6,17.17,,,15.1,127.88,52,10,13.6,66.3,Rain
"Budapest, Magyarország",06/08/2020,23.4,15,18.7,,,21,,,16.2,295.25,28.8,9.9,22.3,77.61,Rain
"Budapest, Magyarország",06/09/2020,23.9,14.4,18.7,,,12.14,,,9.6,195.33,,10,26,79.13,"Rain, Partially cloudy"
"Budapest, Magyarország",06/10/2020,21.6,16.1,18.4,,,7.97,,,9.5,117.88,,9.2,25.8,86.02,"Rain, Partially cloudy"
"Budapest, Magyarország",06/11/2020,22.9,13.4,18.6,,,0.2,,,10.6,100.67,,10,10,81.08,Rain
"Budapest, Magyarország",06/12/2020,26.4,14.8,20.7,,,0,,,8.9,284,,10,22.3,71.97,Clear
"Budapest, Magyarország",06/13/2020,29,17.3,23.5,,29.4,1.24,,,12.7,268.83,,10,8.8,66.13,Rain
"Budapest, Magyarország",06/14/2020,27.7,17.6,20.8,,28.8,19.23,,,20.5,215.21,34.4,9.5,14.6,82.44,Rain
"Budapest, Magyarország",06/15/2020,23.4,16.5,19.6,,,4.36,,,8.9,282,25.2,8.7,29.6,86.14,"Rain, Partially cloudy"
